label,tweet
fear,"saya sama mirip  kamu btw trauma sama laki-laki karena  ayah. Semenjak lulus sekolah saya puber suka cowok  lah, cowok  deketin saya lah segala macem. saya kira trauma ku sembuh tapi berkali-kali saya dikecewain laki-laki"
fear,"Makin seram  ya dunia ini... tidak seindah yang  saya bayangkan waktu kecil.. terlalu banyak orang jahat, atau mungkin saya yang  terlalu naif menganggap semua orang itu baik.."
fear,"/rlt guys saya mau nanya. saya bingung, saya ketrima u'p'n vj sama un air. saya suka jurusan yang  di kamu pn tapi saya anak daerah, agak takut di jkt. Dan yang  un air sudah  dibayar. Mohon sarannya."
joy,"Besok padahal UAS statmat tapi berdoanya bukan buat UAS xixixi Karena saya bersyukur negeri ini damai, sehingga saya diberi kesempatan terus mencari ilmu di jenjang yang  sekarang. Coba kalau  Indonesia kek Suriah, tidak mungkin seleha leha ini"
joy,"Bismillah Salam PLUR slankers/i indonesia kita bakal ketemu di Moment yang sangat dinanti - nanti oleh kita semua. . . ""JAMBORE NASIONAL SLANKERS INDONESIA BERSAMA SLANK 2018"""
anger,"heii..hey kamu para kaum adam hari  gini masih  mau saja  Trnsfer""/ DP""sedihh kan kalau di block setelah  Tf...mk ny yang  Real"" saja  kalau mau ktmuan sma kaum hawa...hihiiihii"
love,"Habis diem, cemberut, rewel.... Lihat tante jalan dari luar mau masuk rumah sudah senyum"", mulai ceria, nempel terus di tinggal bentar nyariin nte putput... Tante pulang diam  lagi, nangis cari  nte putput.... Kangen sangat  ya dek"
anger,Setiap peristiwa saya sikapi masing masing ..gak saya buat paket soalnya  ya. Parpol parpol yang  kadernya korup ada Bukan cuma korup tapi kejahatan lainnya. Pertanyaannya apakah setiap kejahatan itu selalu dihubungkan dengan  Ketumnya? kalau  iya cek lagi kejahatan yang  dilakukan kader parpol
joy,"#PWBanget memang  BEDA . . Viral curhatan Personal Assistant konglomerat Indonesia yang  diposting di acoount twitter nya, asli baru kebuka deh pikiran kita tentang orang tajir yang  ternyata tidak sombong loh [URL]"
sad,"saya  tahu sekarang harus apa, tidak cuma ""Raga"" yang bakal saya  bawa pergi nanti, tapi juga ""Jiwa"" saya  tidak tahu bakal ketemu mereka lagi, kalian lagi, kamu  lagi atau tidak  akan pernah lagi"
sad,njir dada sebelah kiri sakit :&
fear,"[USERNAME] Paling parah sih tidak bisa sama sekali  liat yang  bolong2, totol2(?), bintik2, polkadot2 semacam itu lah. Bisa nangis sampai pusing karena terngiang2 terus di kepala dan geli saja  takut pokoknya tidak mau liat"
love,"Happy Mensive My cinta makasih sudah menemani  selama tiga bulan ini. tidak kerasa sudah panjang saja  perjalanannya, selama ini saya merasa  belum kasih  apa apa buat kamu maaf saya tidak bisa romantis, kerjaan saya cuma jailin kamu. tapi kamu harus percaya tiap detik saya selalu sayang kamu"
fear,"sayang, janganlah kamu waton seram "
sad,"[USERNAME] ngumumin tunangan di hari ke tujuh, bulan ke tujuh, karena menurutnya itu angka keberuntungan, beeeh saya patah hati nya dobeeel, ku yang  ingin sangat  tuh tanggal segitu wkwkw... kalau nikahnya ma [USERNAME] agak  tidak apa apa sih, tapi kenapa  ma die sih hihi.."
fear,"sangat tidak mudah mjd keluarga korban pencabulan, beberapa keluarga yang  memilih menutup buku kasus, karena takut aib akan tersebar. lebih pilih  kayak  gitu, trauma anak jadi nomor 2"
love,Rasanya tidak pernah bosan  dengar  suara rosa. Setiap dengar  dia nyanyi berasa makin sayang sama dia. ingin yang terbaik buat dia yaampun tidak pernah sesayang ini sama idola kaya sekarang ke dia. cinta her so much
love,"intinyanya selamat tanggal 25 untuk yang  ke 3 kali, tidak pernah harapin yang  aneh aneh, saya cuma mau terus sama kamu. sayangnya kamu ke saya tidak pernah berubah, begitu juga sayangnya saya ke kamu. berharap malah bisa lebih lebih sayang lagi ke kamu seiring berjalannya waktu."
love,"Somi terima oppa apa adanya kok tenang saja  :"") mau alay nge drama jungkir balik juga kalau  sudah sayang mau gimana :"""")"
love,Punya impian? Tulis saja dan pandangi setiap saat sambil didoakan agar segera terwujud. Termasuk mimpi ingin segera ke baitullah. Yakinkan diri bahwa suatu saat akan sampai tanah suci.
love,Timang timang anakku sayang..... Buah hatiku sepajang jalan... Siang malan ku selalu berdoa Semoga kelak kamu bahagia selalu #HariAnakNasional [URL]
love,Sejujurnya masih sayang. saya tak pernah buang kamu jauh dari hidup aku. Nama kamu tak pernah terpadam dalam hati aku.
sad,"Melihat susunan kepanitiaan inagurasi, ospek jurusan, dan porangkar ini membuat saya sakit kepala dimana letak ketenangan tahun ketiga yaallah DIMANA"
fear,"dan dia ngebuntutin saya dong, bangke sangat  tidak sih. saya yang  biasa lewat jalan A, harus  muter ke jalan B yang  lebih jauh. pas saya sudah tidak liat dia dibelakang saya gara2 saya ngebut, tbtb di lampu merah ketemu lagi. langsung  tancap gas lah gila takut sangat  sangat  sangat "
joy,"Mau kirim salam buat [USERNAME] yang makin hari makin nyantol di hati,, salam juga buat om Andre Taulani yang  mau jadi member ke8nya #BTS \ [USERNAME] #IniSahurTIKETCOMHariKe20"
joy,[USERNAME] [USERNAME] Lagu ya? Banyak sih. Tapi saya benar  benar  suka sama awake karena lagu itu buat saya semangat ngejar mimpiku buat dapat  sertifikat bahasa jepang
fear,"[USERNAME] kalau  saya yang  lebih  ngeri itu Dompet ilang..kalo yang  lain mah pling ngerinya cuma  sesaat..nah kalau dompet ilang bisa galau berkepanjangan.krna didlm dompet bukan  cuma  ada duit,tp Ktp Sim ATM kalau ilang kan Gawat bang #semen"
love,"saya  baru sadar, hampir di setiap panti punya kucing liar yang  selalu di rawat atau di ajak main sama anak2 panti. Dan saya  juga baru sadar ternyata itu bentuk ungkapan kasih sayang anak2 panti terhadap sesama."
fear,"jangan lupa jaga kesehatan, jangan keseringan begadang, makan sayur, kalau  sudah selesai kuliah/sekolah, langsunh pulang, jangan suka keluyuran, ibu khawatir."
anger,INDONESIA pilih  ARTIS tidak DIFILTER dulu  APAYA KOK bisa ADA orang KEK YONGLEK GINI BANYAK FOLLOWERSNYA APA BAGUSNYA SIH bagaimana  MAU MAJU COBA INDONESIA YA ALLAH
joy,"Empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masing-masing. Jamak yang berharap ada juara baru di FIFA World Cup 2018, terutama Belgia yang dianggap sebagai tim percontohan bonus demografi. Dan, saya hanya ingin ucapkan selamat pada Pep, itu saja."
joy,"Pembangunan Infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan. Tak lain karena kerja nyata pak [USERNAME] selama 3,5 tahun memerintah. Kedepan.. #2019TetapJokowi #2019TetapJokowi #2019TetapJokowi #2019TetapJokowi #2019TetapJokowi #2019TETAPJOKOWI [URL]"
anger,[USERNAME] [USERNAME] .... Kamu sensara....??? Dasar Kampret busuk kamu .... Bisa main medsos masih bicara rakyat sengsara.... Rakyat moyangmu yang  sengsara...!!!
joy,"senang  deh baca tweet nya mantan PA konglomerat dan si pramugari yang  lagi  viral itu.. jadi ingin  ngetweet mengenai pengalaman kerja saya jadi Kacung Kampret bertahun2, yang  walaupun naik pangkat cuma ubah level doanng.. dari  cungpret lv 5 jadi lv 4"
sad,"Generasi Jara Pacoa . . Terik pagi tadi mengantarkan saya ke sebuah pantai yang sudah termasyhur namanya di bima yaitu pantai Kalaki, pantai yang tidak seindah pada masanya sekarang di [URL]"
love,Tooosssssssss Bangetttt huhu saya kenal suara dia pertama kali pas ostnya man from the star dan itu sumpah saya langsung  jatuh cinta
fear,[USERNAME] [USERNAME] masi bingung gue:(takut nanti tidak dapat  tiket:(((( kalau  pakai  jastip takutt tambahannya gede terus  takut kena tipu juga:(((
love,"makin lama kenal, a makin suka dengan lelaki ini. makin lama makin sayang, sampailah last sekali si a ini bercinta dengan lelaki itu. lelaki itu pun baik (according to a) seorang lelaki yang penyayang, soft spoken memang taste a lah."
love,"Ketika kamu menjadi gadis dewasa dan kamu harus pergi kuliah di kota lain, papa harus melepasmu di bandara. Tahukah kamu bahwa badan papa terasa kaku untuk memelukmu? Papa hanya tersenyun sambil memberi nasihat ini itu dan menyuruhmu untuk berhati-hati."
sad,"Terkadang ingat  dulu minat diri ini tuh ingin  jadi pegawai BPOM, sampai sudah ambil  UMB di UNJ jurusan kimia murni, tapi apa daya masuk nya malah SI di gunadarma, boro2 jadi IT staff, kerja nya jauh abis, hahahaha dan sekarang  minat kerja di lab muncul lagi tapi sudah telat siiiiss"
sad,"Jika hari ini hatimu tercabik2 dengan  perbuatan oranglain, maka bisa jadi... itu cara Allah meninggikanmu setelah dirimu melepas semua sombong dan akui khilafmu. Tak perlu memaafkan mrk, tapi maafkan dulu diri sendiri"
joy,Puncak spiritual seseorang adalah ketika Orang tersebut diberi perasaan malu dihadapan Allah SWT. Orang yang beruntung adalah Orang yang tahu ukurannya sendiri. @ Balikpapan [URL]
anger,"hallo [USERNAME] sampai hari ini indohome masih  belum bisa dipakai, apakah masih serius bisnis telekomunikasi, atau memang asal2an yang penting uang masuk. ini sudah 2 minggu tidak nyala sama sekali. maunya gimana???"
love,"Setiap perempuan cantik dengan caranya sendiri, tidak perlu dipuji apalagi merasa tersaingi. Mulailah dengan mencintai diri sendiri."
love,"hoohh~~ white2 prince yang  meneduhkan hatii duh~ datang  bawa bunga saja  sudah leleh apalagi kalau  datang  bawa sekoper uang, sekotak emas kann"
anger,"[USERNAME] Min kalau tidak ada perawatan Transjakarta ini bisa seperti metro mini, saya tiap hari naik Basway ini 60% mobil nya bermasalah"
love,[USERNAME] Ridiella cantik banget! Gemeees makasih sayang
joy,"Mas Metal, program dari [USERNAME] dan [USERNAME] membuat anak muda zaman now menjadi anak muda yang kreatif dan terbuka [USERNAME]"
love,"Saya bisa jadi berbeda kepercayaan dengan Athaya tapi saya masih mencintainya, saya dan Kartika bisa saja sama-sama bertajuk hawa, tapi yang saya cinta bukan kelaminnya. Saya cinta dirinya. Hatinya"
love,"Selamat tanggal 26 mas. makasih jugaaa sabar terus sabar teruuuss sama akunya, jangan capai  capai  sama aku, selalu ingatkan  saya hal hal baik ya, saya juga sayang kamuuu"
fear,jadi takut buat nikah...buat punya anak...takut kalau  saya nikah saya tidak bisa bahagiain pasangan...takut kalau  punya anak nanti saya banding bandingin...
joy,"[USERNAME] Happy anniv bil wkwkwk, langgeng terus sama radiiitt, gila radit niat loh foto foto ucapan annivnyaa, sampai dibantuin juga sama cewe2 disini:))))"
love,Dan saya jatuh cinta pada pandangan matanya
joy,"[USERNAME] tidak usah terobsesi untuk punya pacar, gapenting. masih 17 taun juga, santai ajaaaa :DD kalau  kamu tidak mau ninggalin, malah cowok2 yang lebih baik tidak ada yang bisa deketin kamu mba :D"
love,"Lucky me, ada yang  sebegini kangen dan sayang sama uwe dirantauan, memang tidak ada yang  bisa gantiin keluarga, tapi bisa punya teman  rantauan yang  sayangnya kek kakak sendiri itu  rasanya Tuhannn sayangg sangat  sama uwe, nempatin orang baik disekeliling uwe"
love,"Jika cinta hanya tentang sex, berarti cinta itu murah. Cinta itu lebih besar, lebih dalam, dan lebih berharga dari sex. Cinta sejati itu tak ternilai harganya"
love,"Seketika ku langsung jatuh cinta sama  mereka sudah sering dengar  lagunya di playlist tapi yaudahh b saja  giliran dengar  live tuh seenak itu Dan crowd nya parah sangat  mereka sampai terharu ngeliatnya karena  ini pertama kali mereka ke ina dan hype bgt, freddy ampe I cinta kamu guys terus  :"""
anger,"Di kasus Via Vallen ini saya kadang mikir, mreka2 penikmat dangdut, koplo panturanan dan yang  smisal, yang  biasa disuguhi biduan2 berpenampilan seronok dan goyangan maut. MEREKA ADA DI PIHAK MANA?? [URL]"
love,"Dan akhirnya... Saat papa melihatmu duduk dipanggung pelaminan bersama seorang lelaku yang dianggap pantas menggantikannya, papa belum tersenyum bahagia."
fear,"Eh nganu, kalau kita ditelpon orang yang  mau nipu, bisa tidak sih kita laporin polisi berdasarkan nomor telepon  dia? Kan tiap nomor sekarang sudah teregisterasi ya? Terus bakal ditindaklanjuti tidak ya? Maksudnya tuh biar orgnya ditangkap dan tidak makan korban."
love,"Sudah waktunya memfokuskan niat kita serta dan meraih hati,, I cinta you sayangku dan mengizinkan getaran cinta itu untuk menghangatkan jiwa yang haus akan kasih dan sayang"
love,10. Im Yoona Cantik sekali  buset Talented Good personality Kurang apa??????? Kesayanganqu pokoknya sudah cinta mati sangat  sama yoona [URL]
joy,"Pantas emiss cari kemana-mana ternyata disini ya. Selamat datang, cantik! Bagaimana hari-harinya setelah memilih jurusan? Semoga malamnya menyenangkan ya!"
joy,Memang tak ada manusia yang  paling benar dalam tindak tanduknya. tapi SELALU ADA manusia yang  mampu jadi benar setelah paham pernah salah dan tak selalu menyalahkan sana sini dengan  hawa nafsunya
joy,"saya mau pencitraan ah, kalau  ada orang yang  tanya  di grup angkatan akan  saya jawab meskipun saya gtau wkwkkw, jadi tenang saja temund2 yang  males tanya  sesuatu digrup angkatan karena  takut dicuekin kalau misal tidak ada yang  jawab pasti saya jawab kok."
sad,"Setiap mau ngeluh, mau protes sama hidup (and every problem in it) jadi malu sendiri karena ternyata too many blessings yang kelewat buat disyukurin"
fear,"saya tidak suka ada ribut2 sama cewek  Nanti pasti update di Instagram quote2 yang  nyinggung, satu gengnya ikut benci sama saya lah, nyebar kemana mana lah ceritanya, kalau  versi ekstrem nya nih sampai bisa nyindir2 kalau  lewat Padahal saya cewe?"
joy,"fukudako.bali, masih menjadi ramen terbaik di lidah dan selera saya... enak ramennya, puas porsinya, kenyang akhirnya.... _/"
joy,"Kenapa sih akhir-akhir ini kata radikal lagi booming? Menurut saya radikalitas dalam berjuang itu perlu. Biar tidak roboh diterpa angin dan hanyut terbawa gelombang. Menjadi seperti pohon oak yang tumbuh melawan angin, kokoh dan kuat seperti semen tiga roda #recehkantwitter [URL]"
sad,[USERNAME] [USERNAME] [USERNAME] Demokrasi kita memang lagi mundur saat ini karena  kebebasan berekspresi terus menerus di pantau oleh penguasa.
joy,"Ketemu teman  yang se manhaj dalam sastra dan bacaan itu rasanya kayak  temu  harta karun.. membicarakan  karakter, plot dari rupa"" pengarang, ngalor ngidul tanpa henti.. Tapi suka.."
sad,"kalau  saya sih siapapun presidennya kalau  kualitas dirinya cuma bergantung sama kelompok atau orang tertentu, ya pasti setiap saat akan buat event aksi aksi begitu  deh. Hehe [URL]"
fear,"[USERNAME] malam  pak tadu  di sekitaran flyover tanjung barat arah ragunan ad segerombolan anak muda sepertinya mau SOTR pak, mohon di tindak pak terimakasih"
love,saya tidak tahu kenapa .. makin hari saya makin sayang sama kamu .. saya makin takut kehilangan kamu .. saya ingin terus bersama kamu .. hingga akhir waktu ku ..
fear,"Ketika saat ada seorang cowok mulai sering menelponmu, atau bahkan datang kerumah untuk menemuimu, papa akan memasang wajah paling cool sedunia. Papa sesekali menguping atau mengintip saat kamu sedang bicara  berdua diruang tamu."
love,tidak  pernah se-jatuh cinta mirip  gini sama orang. Berawal dari tokoh cerita di wattpad dengan penggambaran seseorang yang plek ketiplek sama. Dan itu makin buat saya jatuh cinta.
anger,dia ! emang'a apa kya a tahu ! masalah'a sih sepele tapi bisa bikin saya ngedown
love,"selamat siang sayang belum makan siang kah? ini saya buatkan  makan siang, dimakan ya sampai habis jangan dibuang2, capai  tahu masaknya"
fear,[Idm] gimana sih cara halusnya untuk  bilang ke teman bahwa dia itu toxic? saya takut dia sakit hati kalau saya kasarin. #TeenChoice #ChoiceFandom #BTSARMY [USERNAME]
sad,"kemarin, sudah benar  giveup sama dasnut. 7materi+soal quiz. hanya belajar quiz, dan lainnya hanya sekedar baca dan tidak masuk otak. sudah benar  hanya modal doa,pasrah. sampai benar-benar  pusing karena  flu juga. pas dapat  soal dan tahu soalnya, mau  nangis."
joy,"Dak ayo lebaran ke bandung aja, tar di sana biaya makan sama akomodasi tidak usah mikir tar ikut aja. Jika saja saya di izinkan saya sudah ikut ajakan ke Bandung"
love,Wah saya mimpi kali ya.../kedip berkali-kali karena kaget letakin lengan di meja sambil numpu dagu/ sayang kok tidak bilang sih kamu bisa masak? Aigoo pacar saya keren
fear,"Itulah kenapa tiap2 mau nulis inggris selalu cek dulu ke kamus. tapi meskipun sudah dicek, seringnya ku hapus lagi masih takut salah grammar"
joy,"Setelah mandi dilanjutkan dengan makan pagi bagi WBS PSTW BM II Jelambar untuk WBS total care makan pagi dibantu PJLP untuk menambah energi, agar badan tetap segar, sehat dan stamina terjaga."
sad,"Saat lebaran saya rindu sosok wanita yang  pandai sekali menyimpan rahasia, ditatanya rapi rengginang crispy didalam kaleng tanggo yang  dikemas layaknya kado."
joy,"Yakinlah ada sesuatu yang menantimu selepas banyak kesabaran (yang kamu jalani), yang akan membuatmu terpana hingga kamu lupa pedihnya rasa sakit - Ali Bin Abi Thalib-"
sad,"Ketika lihat presiden sendiri, saya merasa  mirip  wow cepat  ya, sudah mau pilpres lagi. Padahal kayaknya doi baru kepilih. Ketika liat presiden US, saya merasa  mirip  the world is running at a snail pace. Baru 1,5th doi ngejabat. Like wtf."
fear,"ini gimana sih ngerasanya kosong gt, tombol ekspresi entah  dimana. dkit lagi  kalau  ada yang  tiba2 temu  terus  kepencet kayaknya saya langsung meledak ini mah. bahaya."
love,"Walaupun kita jauh secara fisik, kita tahu kita selalu bersama. Walaupun kita tidak mengatakan saya cinta kamu, kita tahu kita mencintai satu sama lain. Walaupun kita tidak mengatakan kita satu, kita tahu kita adalah satu."
fear,"Pria ini seram juga ya, selain ekspresinya seram tutur kata yang keluar juga sangat menohok. Ah baiklah-baiklah etto iie Juvia hanya memastikan kalau tidak salah orang"
sad,"Kebanyakan cewek kriteria cari  pacar ingin yang  lucu, padahal kalau  menurut cewek, ganteng= lucu. Jadi definisi lucu disini adalah ganteng. Kalian yang  jele dan qismin tolong pahami ini..."
